"cruise","sample_id","type","stn_start_time_utc","station_id","sample_depth_m","start_lat","start_long","station_depth_m","nu_of_dic_ta_samples","nu_of_ch4_n2o_samples","nu_of_13c_dic_samples","pH","note","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","month.y","day.y","year.y","temperature_deg_c","salinity_psu","conductivity_ms_cm","pressure_db","timestamp_utc"
"JB22","CMO-B-1","Rosette",15:15:00,"CMO-B","169",61.775,84.321,179,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,25,2022,169.756,168.063,-0.9004,26.747085,"2022/7/25T15:24:05"
"JB22","CMO-B-2","Rosette",15:15:00,"CMO-B","98",61.775,84.321,179,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,25,2022,101.294,100.3,-0.9908,26.499649,"2022/7/25T15:28:26"
"JB22","CMO-B-3","Rosette",15:15:00,"CMO-B","60",61.775,84.321,179,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,25,2022,61.974,61.372,-1.2762,25.894304,"2022/7/25T15:31:19"
"JB22","CMO-B-4","Rosette",15:15:00,"CMO-B","52",61.775,84.321,179,1,0,0,NA,"Chl a max",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,25,2022,49.801,49.319,-1.1788,25.597666,"2022/7/25T15:33:12"
"JB22","CMO-B-5","Rosette",15:15:00,"CMO-B","40",61.775,84.321,179,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,25,2022,44.703,44.271,-0.9415,25.515717,"2022/7/25T15:34:55"
"JB22","CMO-B-6","Rosette",15:15:00,"CMO-B","29",61.775,84.321,179,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,25,2022,30.067,29.777,1.9395,26.732953,"2022/7/25T15:37:00"
"JB22","CMO-B-7","Rosette",16:44:00,"CMO-B","23",61.989,84.288,180,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,25,2022,24.417,24.182,2.8506,27.245811,"2022/7/25T17:00:03"
"JB22","CMO-B-8","Rosette",16:44:00,"CMO-B","10",61.989,84.288,180,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,25,2022,12.294,12.176,9.6824,32.286076,"2022/7/25T17:02:12"
"JB22","CMO-B-9","Rosette",16:44:00,"CMO-B","surf",61.989,84.288,180,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,25,2022,1.844,1.827,9.7903,32.351776,"2022/7/25T17:04:44"
"JB22","CMO-A-1","Rosette",12:06:00,"CMO-A","89",59.983,92.062,100,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,27,2022,92.486,91.593,-1.5151,26.076912,"2022/7/27T12:11:18"
"JB22","CMO-A-2","Rosette",12:06:00,"CMO-A","60",59.983,92.062,100,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,27,2022,61.55,60.961,-1.5873,25.906412,"2022/7/27T12:13:56"
"JB22","CMO-A-3","Rosette",12:06:00,"CMO-A","40",59.983,92.062,100,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,27,2022,41.465,41.07,-1.5959,25.81486,"2022/7/27T12:16:10"
"JB22","CMO-A-4","Rosette",12:06:00,"CMO-A","27",59.983,92.062,100,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,27,2022,28.659,28.387,-1.4675,25.765663,"2022/7/27T12:18:14"
"JB22","CMO-A-5","Rosette",12:06:00,"CMO-A","20",59.983,92.062,100,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,27,2022,21.346,21.144,-1.013,25.892453,"2022/7/27T12:20:06"
"JB22","CMO-A-6","Rosette",12:06:00,"CMO-A","16",59.983,92.062,100,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,27,2022,17.725,17.557,-0.1817,25.969052,"2022/7/27T12:21:47"
"JB22","CMO-A-7","Rosette",13:21:00,"CMO-A","10",60.116,92.114,105,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,27,2022,11.087,10.982,-0.4669,24.845343,"2022/7/27T13:29:46"
"JB22","CMO-A-8","Rosette",13:21:00,"CMO-A","surf",60.116,92.114,105,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,27,2022,2.001,1.982,6.9299,28.268973,"2022/7/27T13:31:35"
"JB22","WK22-1","Flow Through",17:00:00,"FT-01","2",59.859,91.333,140,1,1,1,7.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022/8/2TNA"
"JB22","WK22-2","Flow Through",21:10:00,"FT-02","2",59.732,90.529,138,1,1,1,7.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022/8/2TNA"
"JB22","WK22-3","Flow Through",13:12:00,"FT-03","2",58.7355,87.2423,184,1,1,1,7.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022/8/3TNA"
"JB22","WK22-4","Flow Through",17:10:00,"FT-04","2",58.573,86.63,173,1,1,1,7.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022/8/3TNA"
"JB22","WK22-5","Flow Through",21:00:00,"FT-05","2",58.406,85.819,61.5,1,1,1,7.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022/8/3TNA"
"JB22","WK22-6","Flow Through",13:00:00,"FT-06","2",57.1444,82.3841,109,1,1,1,7.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022/8/4TNA"
"JB22","WK22-7","Flow Through",16:00:00,"FT-07","2",56.907,81.755,134,1,1,1,7.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022/8/4TNA"
"JB22","WK22-8","Flow Through",19:00:00,"FT-08","2",56.6911,81.1903,154,1,1,1,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022/8/4TNA"
"JB22","WK22-9","Flow Through",22:00:00,"FT-09","2",56.5211,80.636,123,1,1,1,7.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022/8/4TNA"
"JB22","WK22-10","Rosette",12:52:00,"BI-01","surf",56.9808,79.6651,40.8,1,1,1,7.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,2022,1.771,1.754,1.9627,25.389839,"2022/8/5T12:52:55"
"JB22","WK22-11","Rosette",14:07:00,"BI-01","10",56.9808,79.6643,45,1,1,1,7.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,2022,10.835,10.736,1.9075,25.365649,"2022/8/5T14:07:19"
"JB22","WK22-12","Rosette",14:05:00,"BI-01","20",56.9808,79.6643,45,1,1,1,7.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,2022,21.042,20.848,1.7623,25.316466,"2022/8/5T14:05:30"
"JB22","WK22-13","Rosette",14:03:00,"BI-01","30",56.9808,79.6643,45,1,0,1,7.87,"CH4 bottle broke while crimping, a second bottle was filled from bottle 4 in cast 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,2022,30.59,30.307,1.6494,25.317226,"2022/8/5T14:03:43"
"JB22","WK22-13 (ch4)","Rosette",16:50:00,"BI-01","30",56.9829,79.6681,43.6,0,1,1,NA,"Inlcuded so metadata for for cast 7 can be included",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,2022,31.92,31.625,0.1989,24.997979,"2022/8/5T16:50:01"
"JB22","WK22-14","Rosette",14:01:00,"BI-01","40",56.9808,79.6643,45,1,1,1,7.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,2022,42.766,42.369,1.1606,25.325933,"2022/8/5T14:01:46"
"JB22","WK22-15","Zodiac",19:30:00,"BI-01-ZB","surf",57.0247,79.7058,13,1,1,1,7.83,"pH bottle not filled, pH was evaluated from remaining bulk water after salinity, 18O, and DOC were filled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022/8/5TNA"
"JB22","WK22-16","Zodiac",19:19:00,"BI-01-ZA","5.1",49.87,97.2573,5.1,1,1,1,7.82,"pH bottle not filled, pH was evaluated from remaining bulk water after salinity, 18O, and DOC were filled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022/8/5TNA"
"JB22","WK22-17","Zodiac",19:19:00,"BI-01-ZA","surf",49.87,97.2573,5.1,1,1,1,7.8,"pH bottle not filled, pH was evaluated from remaining bulk water after salinity, 18O, and DOC were filled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022/8/5TNA"
"JB22","WK22-18","Zodiac",19:30:00,"BI-01-ZB","13",57.0247,79.7058,13,1,1,1,7.78,"pH bottle not filled, pH was evaluated from remaining bulk water after salinity, 18O, and DOC were filled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022/8/5TNA"
"JB22","WK22-19","Zodiac",20:36:00,"BI-01-ZC","25",56.9699,79.6676,25,1,1,1,7.75,"pH bottle not filled, pH was evaluated from remaining bulk water after salinity, 18O, and DOC were filled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022/8/5TNA"
"JB22","WK22-20","Zodiac",20:36:00,"BI-01-ZC","surf",56.9699,79.6676,25,1,1,1,7.69,"pH bottle not filled, pH was evaluated from remaining bulk water after salinity, 18O, and DOC were filled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022/8/5TNA"
"JB22","WK22-21","Rosette",18:10:00,"BI-02","32",56.4462,78.59,43,1,1,1,7.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,2022,33.615,33.305,2.8266,26.204823,"2022/8/6T18:10:17"
"JB22","WK22-22","Rosette",18:20:00,"BI-02","surf",56.4462,78.59,43,1,1,1,7.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022/8/6TNA"
"JB22","WK22-23","Rosette",20:03:00,"BI-02","20",56.4465,78.5922,45.5,1,1,1,7.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,2022,21.738,21.539,3.3636,26.520632,"2022/8/6T20:03:09"
"JB22","WK22-24","Rosette",20:04:00,"BI-02","10",56.4465,78.5922,45.5,1,1,1,7.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,2022,11.104,11.002,3.8162,26.743253,"2022/8/6T20:04:57"
"JB22","WK22-25","Rosette",23:09:00,"BI-02-NS","surf",56.4379,78.6505,26,1,1,1,7.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,2022,1.198,1.187,3.7456,26.732209,"2022/8/6T23:09:47"
"JB22","WK22-26","Rosette",23:07:00,"BI-02-NS","25",56.4379,78.6505,26,1,1,1,7.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,2022,24.775,24.547,3.568,26.632783,"2022/8/6T23:07:36"
"JB22","WK22-27","Flow Through",13:00:00,"FT-10","2",55.4082,79.2859,136,1,1,1,7.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022/8/8TNA"
